x0-mean,x0-std,x0-10th,x0-25th,x0-50th,x0-75th,x0-90th,x0-iqr,x0-amp,x0-skew,x0-kurt,x0-rms,y0-mean,y0-std,y0-10th,y0-25th,y0-50th,y0-75th,y0-90th,y0-iqr,y0-amp,y0-skew,y0-kurt,y0-rms,z0-mean,z0-std,z0-10th,z0-25th,z0-50th,z0-75th,z0-90th,z0-iqr,z0-amp,z0-skew,z0-kurt,z0-rms,x1-mean,x1-std,x1-10th,x1-25th,x1-50th,x1-75th,x1-90th,x1-iqr,x1-amp,x1-skew,x1-kurt,x1-rms,y1-mean,y1-std,y1-10th,y1-25th,y1-50th,y1-75th,y1-90th,y1-iqr,y1-amp,y1-skew,y1-kurt,y1-rms,z1-mean,z1-std,z1-10th,z1-25th,z1-50th,z1-75th,z1-90th,z1-iqr,z1-amp,z1-skew,z1-kurt,z1-rms,x2-mean,x2-std,x2-10th,x2-25th,x2-50th,x2-75th,x2-90th,x2-iqr,x2-amp,x2-skew,x2-kurt,x2-rms,y2-mean,y2-std,y2-10th,y2-25th,y2-50th,y2-75th,y2-90th,y2-iqr,y2-amp,y2-skew,y2-kurt,y2-rms,z2-mean,z2-std,z2-10th,z2-25th,z2-50th,z2-75th,z2-90th,z2-iqr,z2-amp,z2-skew,z2-kurt,z2-rms,type
-0.6996864,1.609970521997965,-2.642976,-2.4323040000000002,-0.153216,0.6320159999999999,0.8350272,3.0643200000000004,4.826304,-0.3343303865535643,-1.4251800830887853,1.7055104225032458,0.9317909333333333,1.4394602861520933,-0.5285951999999998,0.114912,0.612864,1.589616,3.1945535999999994,1.474704,4.5198719999999994,0.7959859236675632,-0.4792987871942933,1.6739605325367342,5.9788928,6.528687004273492,0.13572480000000003,0.57456,4.864608,8.311968,15.367564799999995,7.737408,20.339423999999998,1.0309965590394352,0.14159236489015647,8.690761158476096,2.3315327999999997,10.698292418370881,-12.456460799999999,-4.845456,7.354368,10.840032,12.2621056,15.685488000000001,31.570464,-0.7243131168290395,-0.7702135507467522,10.595247762803044,-4.458231466666667,11.230338474489015,-19.136678399999997,-14.670432,-4.673088,5.55408,7.530566399999999,20.224512,34.861952,0.02175315449220163,-1.0857370042802819,11.729803774084452,-1.9980074666666667,2.2305036395012374,-4.6194624,-3.332448,-2.834496,-0.28728000000000004,0.7430975999999998,3.045168,7.162848,0.492864374336388,-0.929911821458838,2.938622788024259,-8.424695466666666,5.4663752290024075,-14.427456,-12.29968,-10.188864,-2.7080159999999998,-1.4156096000000002,9.591664000000002,16.271008,0.012678561145608242,-1.2825586950457972,9.943071355171982,5.9447808,7.131971457407384,1.034208,4.079376,6.281856,7.162848,14.210783999999997,3.0834720000000004,30.528288,-0.31535188750375603,1.5418083876114395,9.100243650842762,-1.6930368,3.975404798897541,-7.339046399999999,-4.098528,-1.570464,1.570464,2.3518655999999996,5.668992,12.142368,-0.7053287999369495,-0.5475080479485848,4.197216621394706,run
-1.1925312,1.4826501554802467,-2.642976,-2.4323040000000002,-1.264032,-0.210672,0.6052031999999998,2.221632,5.1327359999999995,0.45226471550866626,-0.76434666041109,1.8638218926753705,0.8656704,1.7251325740199464,-0.8656704,-0.363888,0.251744,1.7045279999999998,3.63888,2.068416,4.919296,0.8107608565896068,-0.7600620934435969,1.8780474291626752,7.4659072,6.54308528747946,0.13572480000000003,2.183328,8.158752,8.739456,17.773055999999997,6.556128000000001,20.339423999999998,0.5831394415548332,-0.5337762156087171,9.782515238575403,2.5128383999999997,10.114024673798294,-9.6066432,-4.8837600000000005,4.902912,11.069856,12.2621056,15.953616,31.570464,-0.6362522934284881,-0.7702101358620497,10.089018068502432,-2.1114730666666666,11.493315586408695,-19.53504,-6.377616,-3.06432,5.668991999999999,11.739532799999996,12.046607999999999,35.546111999999994,-0.13892133303186632,-0.833630761424311,11.302574992840855,-1.8666816,2.1586833094065465,-4.2057792,-3.3132960000000002,-2.030112,-0.880992,0.37537919999999997,2.4323040000000002,8.197056,0.8098722638762822,0.47897501835232825,2.7988842272236987,-7.3007424,5.3806907314194845,-14.095872,-10.503488,-7.354368,-0.9576,-0.651168,9.545888000000001,14.459648,0.14949867770819794,-1.4190218893034983,8.962284873579714,6.856415999999999,9.575365226961111,-4.826303999999999,3.581424,6.281856,12.621168,19.53504,9.039744,31.256064,-0.23376090921673334,-0.4656099541465393,11.514579959603632,0.6052032,5.572281370471667,-7.339046399999999,-3.006864,1.570464,5.860512,6.779808,8.867376,16.049376,-0.4983473896415773,-0.8918942380156771,5.4172473889927515,run
-0.5847744,1.3932690592496484,-2.5050816,-1.2831839999999999,-0.995904,0.57456,1.0801728,1.8577439999999998,4.443264,0.074398681953603,-1.0286448478653198,1.4675648284125646,0.9918890666666667,1.988725300971291,-0.7967232,-0.38304,0.251744,2.355696,3.8785344,2.738736,5.685376,0.8790285907814899,-0.8473852311211103,2.162221933208522,8.060896,6.914200776843305,0.2506368,2.29824,8.311968,12.123216,18.38592,9.824976,20.339423999999998,0.4244892863361366,-1.0179945256473355,10.468865198601192,0.3876970666666664,9.250031843096197,-9.085708799999999,-4.8837600000000005,-0.919296,9.844128,10.732780799999999,14.727888,31.6008,-0.3230238397662628,-0.6824941466559888,8.94478575338221,-0.9150229333333334,9.705961160870096,-12.004473599999999,-4.826304,-2.221632,4.577328,11.739532799999996,9.403632,35.546111999999994,0.023720981260875663,-0.261676801811376,9.421388975150647,-1.4070335999999999,1.9504687950065749,-3.1102848,-2.642976,-1.685376,-0.28728000000000004,0.306432,2.355696,8.04384,0.7810161411562215,0.6807291289867581,2.3516909172913008,-6.135304533333334,4.419028785585193,-12.533068799999999,-7.354368,-5.856416,-3.0834719999999995,-0.651168,4.2708960000000005,13.907008,-0.3208862674217556,-0.5373649812284391,7.47448478251505,2.2012031999999997,11.039537343182168,-8.733312,-8.733312,1.034208,6.435072,19.53504,15.168384,28.957824,0.42872706970825597,-1.1359372234546232,10.889991795027653,0.43411200000000005,5.426024457593239,-4.443264,-2.757888,-1.570464,6.779808,6.779808,9.537696,16.049376,0.03574222096911091,-1.3255144030824553,5.25998211802892,run
-0.29877119999999996,1.1359297372749777,-1.2946752,-1.05336,-0.421344,0.536256,1.1108159999999998,1.589616,4.098528,0.240496561730677,-0.7936855620270165,1.137355781380655,0.6568213333333334,1.7434005543286728,-0.7967232,-0.38304,0.251744,1.208624,3.020524799999999,1.591664,6.259936,1.2811298047402242,0.807985011967526,1.8078246754685774,8.422592,7.307009770101036,-0.18385919999999994,2.1450240000000003,8.36256,14.229935999999999,18.38592,12.084912,20.339423999999998,0.20457824038377054,-1.3790658027276066,10.989674926650888,-3.6575744,8.676344024748909,-15.8501952,-5.592384,-3.949408,0.19152000000000013,7.499923199999998,5.783904,30.451679999999996,-0.19901170434234342,-0.294267277165563,9.145392268875716,-3.4488362666666665,11.027229715717306,-18.048844799999998,-13.157423999999999,-2.221632,4.864608,7.881235199999999,18.022032,35.546111999999994,-0.03021498067319102,-1.0990079119745777,11.197661085419913,-1.2129599999999998,2.580972890427174,-3.7308095999999997,-2.604672,-1.685376,-0.17236800000000002,2.168006399999999,2.432304,9.461088,1.0610819663868656,0.494897373353663,2.7728321776321048,-7.4718336,6.093760205120138,-15.988089599999999,-11.752464,-5.856416,-3.0834719999999995,-0.651168,8.668992,18.800288000000002,-0.5939011045667517,-0.5761490018923343,9.512445350929893,1.2410495999999998,11.49368766672935,-9.1469952,-8.733312,-2.834496,6.358464,19.53504,15.091776,28.957824,0.5571966721618358,-1.1829858938626698,11.173095805458969,0.9090815999999999,5.464992082126232,-6.588288,-2.757888,2.796192,6.779808,6.779808,9.537696,13.368096000000001,-0.1679884840508151,-1.5902407377326209,5.357377335598157,run
-0.5260416,1.458534544262288,-2.4208127999999998,-1.05336,-0.153216,0.22982399999999997,0.8503488,1.283184,5.324256,-1.2409199546523586,0.8406154492221458,1.5040682322565024,1.1953578666666667,2.3554234221190726,-0.9983615999999998,-0.28728,0.459648,1.972656,4.932448,2.2599359999999997,7.430976,0.9132460305822481,-0.4487864509342412,2.5704147448167194,8.372516266666667,7.323528887193186,-0.16087679999999993,1.6470719999999999,8.886528,13.329792,17.9196288,11.68272,19.994688,0.13575526397786813,-1.5152270113297082,10.961637604530058,-4.3061888,7.6021020632353595,-15.252652799999998,-6.109488,-3.026016,-0.919296,3.3171264,5.190192,28.766303999999998,-0.5592760805608772,0.19944663155655595,8.513660828873965,-4.804797866666666,10.692830042940829,-18.048844799999998,-14.517216000000001,-2.221632,5.417856,7.8753024,19.935072,27.693792,-0.05462319916516416,-1.5938676067510669,11.392991526003811,-1.3738367999999999,3.4137828263803773,-5.8528512,-3.3899039999999996,-1.608768,0.306432,3.026016,3.6963359999999996,11.529504,0.11610809243705088,-0.7433305293487207,3.5727318949245546,-12.4928384,5.875499612518567,-19.1368768,-18.654048,-11.989152,-6.356416,-5.856416,12.297632,14.019264,-0.057470933275790725,-1.7055032804237968,13.72191946991285,-3.5208682666666666,5.828085095155103,-9.1469952,-8.733312,-3.868704,-2.3516,6.358464,6.381712,15.781248,0.7172684149246823,-0.7469563356857196,6.6406815038692715,-2.8038528,4.56601399387711,-7.27776,-6.588288,-2.757888,0.019152000000000058,2.796192,6.60744,14.517216000000001,0.7503480013370096,-0.6602626774608185,5.226870516558068,run
-0.5285951999999999,1.3655945828222957,-2.3595263999999996,-0.555408,-0.153216,0.134064,0.5668991999999998,0.689472,4.941216,-1.6593632086660604,1.746915787741969,1.4212453034062769,1.1929002666666666,2.171424004542887,-1.0290047999999998,-0.268128,0.63888,1.972656,4.2670656,2.240784,7.430976,0.908336455527152,-0.015243677766470398,2.413245623612483,10.144714666666667,7.372057047473972,0.05362560000000016,2.796192,12.678624,15.934463999999998,18.7010304,13.138271999999999,19.994688,-0.2281036972611239,-1.3795996177314467,12.395132610768837,-1.1522197333333333,8.338603591459727,-8.6030784,-4.63888,-0.919296,2.068416,9.629625599999995,6.707296,33.362784,-0.030268108429686105,0.5284353836859337,8.137839568686978,-6.3555562666666665,11.080699660585488,-18.3399552,-16.177296,-10.34208,6.796799999999999,7.8753024,22.974095999999996,27.693792,0.2824570566390109,-1.5695226183545028,12.449479511034134,-1.7211264,3.8399767960098923,-6.1133184,-5.285952,-1.608768,1.34064,3.026016,6.6265920000000005,11.529504,0.2622025572484003,-1.2334965271431575,4.089580633644286,-15.861457066666667,3.5872673308398384,-19.415167999999998,-18.8216,-15.23392,-13.611536000000001,-11.705126400000001,5.210063999999999,11.299679999999999,0.6554031160086995,-0.7071990180490308,16.235652375366996,1.0174250666666664,5.472315139461587,-3.868704,-2.834496,-1.868704,6.377616,6.396768,9.212112,15.819552,-0.2305762157501343,-1.3264457192803991,5.383769239063848,-7.3901184,6.997832849710431,-16.892064,-12.314736,-6.588288,-5.477472,2.796192,6.837264,19.688256000000003,-0.05142140745775606,-0.9272717589861581,10.01593082306079,run
-0.4065685333333333,1.424500477442926,-2.2522751999999997,-0.517104,0.034208,0.134064,0.9269567999999999,0.651168,5.094431999999999,-1.606611060180534,1.674414269912802,1.4349980749753408,1.4848298666666666,2.1575584854514824,-0.4366656,-0.268128,1.225728,2.719584,4.2670656,2.9877119999999997,7.358464000000001,0.6607603051158436,-0.5380496422503023,2.559187587864451,11.424068266666666,6.573782110950823,1.3789440000000002,9.844128,10.15056,17.734752,18.7010304,7.890624000000001,19.956384,-0.4710031774203369,-0.83039515526331,13.070691371189982,-3.2291968000000004,8.843698216840826,-11.376288,-10.774272,-4.098528,0.842688,9.614303999999995,11.61696,28.115136,0.7176425618810832,-0.4434369219738046,9.133709190701968,-7.290062933333333,8.761365484144054,-16.5424128,-12.793536,-9.941216,-4.406288,7.162847999999999,8.387248,27.425663999999998,0.6114924037787369,-0.6854854563830299,11.170904516149442,-1.4606592,3.5247371682316397,-6.1133184,-5.285952,-1.110816,0.76608,2.949408,6.052032,9.729216,-0.26622755070340676,-1.3346318843721592,3.70527272005503,-13.49072,5.835353561390432,-19.415167999999998,-18.654048,-15.23392,-7.967232,-5.079110400000002,10.686816,16.202592,0.6303874819528346,-1.0500434652566877,14.621244380207061,2.6285546666666666,6.490847022274924,-3.868704,-2.834496,5.131296,6.396768,10.809388799999997,9.231264,20.530944,0.2995649183633462,-1.038555926608068,6.799386371660706,-7.850858666666667,6.209313037938631,-16.892064,-12.314736,-5.707296,-5.477472,-1.9381824000000003,6.837264,19.688256000000003,-0.39400970708191274,-0.8315606509868907,9.880343059844403,run
-0.2434112,0.7783473154204178,-1.14912,-0.804384,-0.344736,0.05745599999999999,0.9269567999999999,0.8618399999999999,2.455552,0.24679296452062766,-0.8477480777621831,0.7903703263741624,0.8061184,1.2325627481028996,-0.344736,0.0,0.229824,1.442544,2.719584,1.442544,3.6388800000000003,0.7888642249233546,-0.8381559062411101,1.4379697751675682,10.584672,7.405556357706556,0.0,5.305104,10.15056,17.121888,18.5851008,11.816783999999998,19.53504,-0.3554659781609156,-1.30012892880058,12.775812902392584,-2.880445866666667,9.200425826161851,-13.1229504,-11.376288,0.10672,1.474704,9.139334399999996,12.850992000000002,28.115136,0.4305856817473317,-0.757398082670631,9.343533311761101,-10.1945984,6.23421791258586,-16.0715392,-15.053472,-11.376288,-6.99048,-4.2993024,8.062992,22.675968,1.1887952909232367,1.0410389687832673,11.84078874006212,-1.698144,2.448147767775467,-5.285952,-2.987712,-1.302336,-0.13406400000000007,0.76608,2.853648,8.120448,-0.030530122292440252,-0.7871216879395435,2.9116247534224597,-8.551607466666667,6.688688737156845,-15.401440000000001,-15.23392,-7.699104,-2.317392,-1.302336,12.916528,18.232704,-0.24765939772497472,-1.5636645377311087,10.718487618052588,5.973224533333333,6.4859802629430305,-4.815366399999999,5.131296,6.396768,10.418688,12.418156799999998,5.287392,20.530944,-0.9047712834389359,-0.1645333809602021,8.656952233060007,-7.679767466666667,5.980194003333693,-16.892064,-11.299680000000002,-5.477472,-5.209344,-1.9381824000000003,6.090336000000002,16.66224,-0.7779074402635628,-0.9519997867811814,9.610274049426451,run
-0.39407359999999997,0.8321670108595818,-1.378944,-1.091664,-0.421344,0.114912,0.6664895999999997,1.2065759999999999,2.455552,0.2851892744893097,-0.9871619126983573,0.895337445091179,1.1011477333333333,1.0282783751777578,0.0,0.17032,1.225728,1.900144,2.4897599999999995,1.729824,3.06432,0.2002063245067183,-1.2464028014770627,1.4830348342816495,8.758848,6.416637309155629,0.0,4.251744,9.844128,13.636224,17.121888,9.38448,17.121888,0.006090415711507281,-1.282478355999849,10.730599720140004,-4.527694933333334,6.554440478001542,-13.1229504,-11.376288,0.10672,0.10672,1.3067199999999994,11.483008,16.394112,-0.45213862734730104,-1.637241946602987,7.784385999573317,-12.828002133333333,3.2021176172355035,-15.053472,-15.053472,-15.053472,-10.658752,-9.400332800000001,4.3947199999999995,10.435072000000002,1.1134156306230871,0.24737437397770945,13.195742703050376,-1.1006016,1.2319933870367974,-2.987712,-1.302336,-1.034208,-1.034208,0.76608,0.2681279999999999,3.7537920000000002,-0.026177573595079242,-0.5259353406333074,1.6210935837405565,-5.4825792,4.016623438130291,-9.690912,-7.699104,-5.017824,-2.317392,-1.302336,5.381712,14.210784,-0.9898485068561258,0.5467724829380147,6.716873350383674,5.941858133333334,6.1894357726971005,-2.4131519999999984,4.418688,5.136832,10.418688,12.418156799999998,5.999999999999999,20.530944,-0.8797719110715811,0.20460103280578856,8.429759916433714,-3.2651392,2.199154677295905,-5.6832064,-5.209344,-2.374848,-1.857744,-0.229824,3.3515999999999995,5.477472000000001,0.14830002728283928,-1.600037171212747,3.8955097916795096,run
-0.6233514666666666,0.5538849033980495,-1.378944,-1.091664,-0.421344,-0.421344,0.114912,0.67032,1.5362559999999998,-0.24260478202240537,-1.140648023308583,0.8215247844467424,0.7652608,0.9013569202184004,-0.18385919999999994,0.072512,0.229824,1.227776,2.145024,1.155264,2.451456,0.41708522327187897,-1.2795432928518575,1.1592693545795127,7.478225066666666,6.239418741934304,0.0,3.34208,4.251744,10.34208,17.121888,6.999999999999999,17.121888,0.3919316485830703,-1.156429698464845,9.605146535535484,-0.5862208,3.8543848497891187,0.10672,0.10672,0.10672,0.10672,1.3067199999999994,0.0,16.394112,-3.2653565654273042,9.256711874285449,3.7695515062958878,-14.829847466666665,0.9590089140463013,-15.053472,-15.053472,-15.053472,-15.053472,-15.053472,0.0,4.0,3.427055073444009,9.882010793158901,14.85876040507211,-1.4249088,0.8088274982625158,-2.987712,-1.034208,-1.034208,-1.034208,-1.034208,0.0,1.9535040000000001,-1.5000000000000002,0.25000000000000044,1.6251010887941713,-6.207801600000001,3.653207633370762,-9.690912,-9.690912,-5.017824,-3.16008,-1.302336,6.530832000000001,8.388576,0.27768124586385556,-1.5586394785117859,7.140938195828781,5.6078016,4.24536409524495,4.2495744,4.777760000000001,5.209344,7.814016,10.418688,3.036255999999999,17.198496,-1.4133400793944768,3.054782357007068,6.947590517539961,-2.6823722666666665,1.8511559036354812,-5.209344,-4.63888,-2.068416,-2.068416,-0.229824,2.5704640000000003,4.97952,-0.2502412812070002,-1.1997552726620417,3.223886982806521,run
